Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","105","Israel","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","39543.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","105","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","105","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","106","Italy","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","44842","X","International reliable sources",""
"FS","Suite of Food Security Indicators","106","Italy","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","42198.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","106","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","106","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","109","Jamaica","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","10112","X","International reliable sources",""
"FS","Suite of Food Security Indicators","109","Jamaica","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","9738","X","International reliable sources",""
"FS","Suite of Food Security Indicators","109","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","109","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.49","X","International reliable sources",""
"FS","Suite of Food Security Indicators","110","Japan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","38041.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","110","Japan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","41074.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","110","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","110","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","112","Jordan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","11423.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","112","Jordan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","9853.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","112","Jordan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.37","X","International reliable sources",""
"FS","Suite of Food Security Indicators","112","Jordan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","19900.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","25544.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0","X","International reliable sources",""
"FS","Suite of Food Security Indicators","114","Kenya","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3140.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","114","Kenya","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","4203.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","114","Kenya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","114","Kenya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","83","Kiribati","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2011.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","83","Kiribati","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2258.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","83","Kiribati","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","83","Kiribati","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","118","Kuwait","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","73022.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","118","Kuwait","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","50478.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","118","Kuwait","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","118","Kuwait","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","4142.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5133.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.58","X","International reliable sources",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","4296.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","7592.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.02","X","International reliable sources",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","119","Latvia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","24639.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","119","Latvia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","29942","X","International reliable sources",""
"FS","Suite of Food Security Indicators","119","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","119","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","121","Lebanon","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","17030.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","121","Lebanon","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","15612","X","International reliable sources",""
"FS","Suite of Food Security Indicators","121","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","121","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","122","Lesotho","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2217.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","122","Lesotho","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2748.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","122","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.21","X","International reliable sources",""
"FS","Suite of Food Security Indicators","122","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","123","Liberia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1370.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","123","Liberia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1497","X","International reliable sources",""
"FS","Suite of Food Security Indicators","123","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.29","X","International reliable sources",""
"FS","Suite of Food Security Indicators","123","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","124","Libya","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","22129.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","124","Libya","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","15018","X","International reliable sources",""
"FS","Suite of Food Security Indicators","124","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.81","X","International reliable sources",""
"FS","Suite of Food Security Indicators","124","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","126","Lithuania","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","26877.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","126","Lithuania","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","35390","X","International reliable sources",""
"FS","Suite of Food Security Indicators","126","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","126","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","111920","X","International reliable sources",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","114110","X","International reliable sources",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.37","X","International reliable sources",""
"FS","Suite of Food Security Indicators","129","Madagascar","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1700.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","129","Madagascar","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1613.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","129","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.47","X","International reliable sources",""
"FS","Suite of Food Security Indicators","129","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","130","Malawi","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","886.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","130","Malawi","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1042.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","130","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","130","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.33","X","International reliable sources",""
"FS","Suite of Food Security Indicators","131","Malaysia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","20107.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","131","Malaysia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","27536.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","131","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","131","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.24","X","International reliable sources",""
"FS","Suite of Food Security Indicators","132","Maldives","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","17447.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","132","Maldives","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","18508.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","132","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","132","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","133","Mali","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2012.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","133","Mali","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2283.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","133","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.21","X","International reliable sources",""
"FS","Suite of Food Security Indicators","133","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","134","Malta","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","31688.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","134","Malta","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","43064","X","International reliable sources",""
"FS","Suite of Food Security Indicators","134","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","134","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.29","X","International reliable sources",""
"FS","Suite of Food Security Indicators","127","Marshall Islands","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3359.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","127","Marshall Islands","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","3894.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","127","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","127","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.86","X","International reliable sources",""
"FS","Suite of Food Security Indicators","136","Mauritania","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","4919.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","136","Mauritania","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5042.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","136","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","136","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","137","Mauritius","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","15655.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","137","Mauritius","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","22208.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","137","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","137","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","138","Mexico","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","18424.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","138","Mexico","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","19992.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","138","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","138","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3526.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","3468.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","145","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","141","Mongolia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","7360.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","141","Mongolia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11915.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","141","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","141","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.79","X","International reliable sources",""
"FS","Suite of Food Security Indicators","273","Montenegro","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","17342.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","273","Montenegro","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","20628.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","273","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.77","X","International reliable sources",""
"FS","Suite of Food Security Indicators","273","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","143","Morocco","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","5955.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","143","Morocco","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","7437.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","143","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","143","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.33","X","International reliable sources",""
"FS","Suite of Food Security Indicators","144","Mozambique","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","958.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","144","Mozambique","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1289.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","144","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","144","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.78","X","International reliable sources",""
"FS","Suite of Food Security Indicators","28","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2617.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","28","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5029.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","28","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","28","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","147","Namibia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","8666.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","147","Namibia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","9932","X","International reliable sources",""
"FS","Suite of Food Security Indicators","147","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","147","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","148","Nauru","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","5596.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","148","Nauru","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11487","X","International reliable sources",""
"FS","Suite of Food Security Indicators","148","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","148","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","149","Nepal","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2178.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","149","Nepal","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","3252.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","149","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.83","X","International reliable sources",""
"FS","Suite of Food Security Indicators","149","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","150","Netherlands","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","54101.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","150","Netherlands","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","56454.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","150","Netherlands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","150","Netherlands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","156","New Zealand","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","37331.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","156","New Zealand","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","42635.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","156","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","156","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","4693.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5694.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","158","Niger","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1010","X","International reliable sources",""
"FS","Suite of Food Security Indicators","158","Niger","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1196.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","158","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","158","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","159","Nigeria","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","4458.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","159","Nigeria","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5155.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","159","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.86","X","International reliable sources",""
"FS","Suite of Food Security Indicators","159","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","12943.9","X","International reliable sources",""
